I have a full life: I have two amazing kids, I have great friends, great family. And right now, that's plenty for me to manage. A new relationship just seems like way too much work.;Sarah McLachlan
I've worked on films where the budgets are almost limitless and you're in trailers that are bigger than a hotel room. You're taken care of and the food is amazing, the quality of the job is amazing and then you work on smaller things but it never dictates my happiness or my willingness to go to work.;Dominic Monaghan
It is amazing to think after all that has happened in this country in the last few years, the last few decades, that so many people have this blind faith that government is our friend and therefore, so we don't need protections against it.;James Bovard
Once the kids are in school, it's amazing what you can do.;Laura Schlessinger
The feeling of your baby taking nourishment from your body for the first time is amazing, and it remains the most touching moment of my life.;Laura Schlessinger
Growing up in New York has influenced my style so much, and I have an amazing relationship with my stylist, Estee Stanley. We have so much fun with the whole process. She picks out dresses, I try things on and play dress up, and we get creative to see what works.;Lea Michele
Every now and then, I have blissful moments of thanking God for all the amazing things that are happening. When I leave the White House after just meeting Obama or when I see my face on the cover of 'Rolling Stone' or when I meet someone who tells me that their daughter is inspired by me, those are moments that are incredibly joyful.;Lea Michele
I'm overjoyed and beyond honored to be a part of the L'Oreal Paris family. I'm such a fan of L'Oreal Paris not just for all of their amazing products, but for what they stand for.;Lea Michele
I got fitter when I did 'Joseph and the Amazing Technicolor Dreamcoat.' I wore a loincloth - that's a lot of motivation!;Donny Osmond
Of course this is Vegas and it is the melting pot for all over the world, but people from all over the world know Donny and Marie. It is amazing. I have been in the business a long time to realize careers can be fleeting. Five years is a long career nowadays for some people, and here we are still going strong after 40 years.;Donny Osmond
Working with amazing people, you continue to learn and develop yourself, as an actor and as a person.;Josh Hutcherson
I never travel without my Stetson, but the more I wear it the more I realise that no one wears hats any more. When I was a kid everybody wore hats, especially in Texas, but I get off the plane in Dallas now and I'm the only guy with a hat. It's amazing.;Larry Hagman
As his partner on this amazing journey, I can tell you Mitt Romney was not handed success. He built it.;Ann Romney
And I thought, when I have kids, that's the sort of well told, silly, and fun fairy tale that I would want to take them to. But it was an amazing experience. And I think Shrek is a real classic, a fairy tale classic.;Mike Myers
The overall physical demand that Iraq has is pretty amazing. It's 130 degrees, and the soldiers are carrying about 100 pounds of extra gear. It's a pretty rigorous schedule and routine for them.;Joe Nichols
I work with all these amazing voice actors that do a kajillion voices.;Katey Sagal
You have to wait for a big star to come in and generate interest on a project, and now that has become me, which is an amazing blessing.;Jeremy Renner
We are on the precipice of a crisis, a Constitutional crisis. The checks and balances, which have been at the core of this Republic, are about to be evaporated by the nuclear option. The checks and balances that say if you get 51% of the vote, you don't get your way 100% of the time. It is amazing, it's almost a temper tantrum.;Charles Schumer
I mean, there are some amazing storytelling being done on the small screen right now. That's what so cool about being in television right now. Studios, networks are starting to throw more resources, better writers, more production values... and to be part of that is awesome.;Ian Somerhalder
I love vintage shopping, I think it's really fun. And I love the feeling of finding the most amazing piece for less.;Emma Roberts
It's been such a deep and amazing journey for me, getting close to John Keats, and also I love Shelley and Byron. I mean, the thing about the Romantic poets is that they've got the epitaph of romantic posthumously. They all died really young, and Keats, the youngest of them all.;Jane Campion
In football you always get judged on your last game. Whoever you are, or how amazing you are, it's the last game that everyone has seen.;Thierry Henry
I just want to be a part of great stories, whether I'm part of an amazing ensemble cast or I'm leading it or the antagonist or whatever.;Zoe Saldana
The last real movie stars were probably Redford and Newman. And things were different then. There wasn't this amazing amount of magazines and information about them.;George Clooney
There are so many different people that I've emulated vocally. In the rock world - Sebastian Bach, Vince Neil, Freddie Mercury, Robert Plant. They all had amazing vocal talent.;Fergie
When I'm doing a film, I love getting together after work with my costars. But we get back to L.A. and I'm like, 'I don't want to go to a club with you, dude. I mean, I think you're rad, and if you want to come play Scrabble with me, that's amazing.';Ginnifer Goodwin
I saw Ellen and my knees were weak. It was amazing. And it was very hard for me to get her out of my mind after that. Then when I saw her that night, we started talking, and that's that.;Portia de Rossi
Politically, Obama's amazing streak of cls-destructing opponents who have lain beneath his feet during his unlikely political career appears to be holding.;Eric Alterman
I know some of my parents' friends think 'Little Britain' is in incredibly poor taste. But swimming the Channel? You can't really say anything negative about that, can you? There's nothing better than making your parents happy. The glee on my father's face that day was amazing.;David Walliams
I run from Horatio Street down just past Battery Park City and back. It's amazing to run and see the Statue of Liberty and the ferries coming in. People think if you're not near Central Park, there's nowhere to go, but there's a whole ecosystem happening down here.;Andy Cohen
I thought, after the Pulitzer, at least nothing will surprise me quite that much in my life. And another one happened. It was quite amazing.;Rita Dove
It's amazing how coke encompasses everything in your life. Addicts cannot confront life because they only think of their next hit. I ruined life for my parents, my sister and all my friends.;Kirstie Alley
It's kind of amazing how popular 'Grey's Anatomy' is. What other show can boast such an annoyingly sincere cast of doctors, sniveling through such perfunctory love triangles?;Rob Sheffield
'Twilight' is such an amazing project, and I think it opened up doors for all of us cast members.;Kellan Lutz
I finish so many books it's amazing. I'm also doing Rosetta Stone, learning some French.;Kellan Lutz
I was blessed, because I come from a family where they knock you down before you float away. I have a lot of brothers who just make sure we have our feet on the ground, and my mom is a rock star. She is an amazing mother.;Kellan Lutz
When we're on set, we kind of joke around, and when we're rehearsing, we change up the scenes and make each other laugh. We lighten up the mood. The blooper reel is going to be amazing on 'New Moon.';Kellan Lutz
Motion capture is amazing. I prefer it. You wear a 'Power Ranger'-esque suit, you have tape balls on you, you have 60 cameras around you capturing your every movement and there's no hair, no makeup.;Kellan Lutz
For 'Around the World in 80 Plates' we got to travel all over, having what was like a cross between a culinary competition and races. And in each country we had a chef Ambassador. We went to London, Barcelona, Bologna, Hong Kong, Thailand, Morocco... It was amazing.;Curtis Stone
I go to Saint Barth in the French West Indies for two weeks each year. That place is amazing. Amazing people, beautiful beaches, great wine, wonderful harbors... It's incredibly romantic.;Brooke Burke
I was homeless for a little bit. I was on people's couches, but it was an amazing journey. I got to make people laugh all the way.;Sherri Shepherd
God bless you if you have one child, but I don't think anybody should have just one child. Everybody needs a sibling. I have siblings, and I have so many amazing, precious memories with my siblings. I don't know what I would do if I had been an only child.;Sherri Shepherd
I got amazing training both with Theatre Sports... back in Edmonton, Alberta - I can't give those people enough credit - and the daytime drama I did. Incredible training, both of them.;Nathan Fillion
My parents were kind of like me in that they had tons and tons of weird, amazing stuff.;Jaron Lanier
I have a really amazing fan club, it's contemporary but it's a little bit old school. There's a lot of connection. I have a fan club president who really responds to people.;Martina McBride
It's amazing how much you can absorb on a film set.;Mia Wasikowska
I just think we're living in a time of massive, amazing change, like the Industrial Revolution on acid.;Kelly Lynch
Theatre, when it is at its best, takes a lot of beating - the live experience and the shared collective experience of live storytelling is really special when it is good. Particularly here in New York because the audiences are amazing, very vocal and very engaged, and that makes theatre very exciting.;Dan Stevens
As a young black boy, it made me proud to see black leaders that did something amazing and made the world change.;John Legend
Well, Jeff Buckley for me is one of the greatest singers I've ever heard. And the reason why is he has an amazing range, amazing emotional power in his voice. And the music he put around it also just had this passion and this soul to it and this spirit to it that very few artists have, and he passed at a very young age.;John Legend
I love Louisiana. It's amazing.;Johnny Knoxville
I'd said to my sweetheart a couple of days before that the SAG and Spirit Award nomination was amazing and I had no attachment to the Academy Award. I knew I was an underdog so I just decided to sleep through the announcement.;John Hawkes
Do you like my suit? I think this is an amazing suit, don't you think?;Tom Selleck
Walmart is an amazing story of entrepreneurship and, as one of the world's most powerful brands, touches millions of lives every day.;Marissa Mayer
I think what's really amazing is that given the scale of the web and getting the compute power we have today, we're starting to see things that appear intelligent but actually aren't semantically intelligent.;Marissa Mayer
Linda Georgian is a wonderful psychic. She can do amazing things.;Dionne Warwick
The resilience of these people is amazing. I am a great believer that the sooner we get things up and running in terms of sport in this area, the better.;Ian Botham
I walk into a kids' store, and it's amazing, the types of instruments - little squeaky things, rattling things, spinning tops.;Evelyn Glennie
The human body and mind are tremendous forces that are continually amazing scientists and society. Therefore, we have no choice but to keep an open mind as to what the human being can achieve.;Evelyn Glennie
Going to a concert is so overwhelming and the energy is amazing.;Victoria Justice
I look up to Mick Jagger because he's an amazing performer and he's such an individual. I respect him and admire him eternally.;Victoria Justice
I have two younger sisters and I'm such an advocate of owning who you are as a person. Don't be ashamed or intimidated. Never feel like you are not amazing.;Khloe Kardashian
Whether it's 18 years old or 40 years old, we think we know what's going on. But if you're lucky enough to continue the journey, its amazing how we keep learning how much we didn't know.;Joe Namath
The business that people do in LA on the social level is amazing. You go to a restaurant, bump into this guy or that guy. The next day you get a call, and they want you in their movie.;Kevin Bacon
The current Babe Ruth of improv? Sacha Baron Cohen. He's pretty amazing.;Seth Rogen
It's amazing how I can just ramble on for hours, isn't it? And so unentertaining or uninteresting. But I can ramble on for hours. It's a sort of terrible gift, isn't it?;Graham Norton
If my kids are doing well, then my life is going pretty well. And if my kids aren't doing well, it doesn't matter how the other elements of my life are. It's kind of amazing to have a context like that. This is really wonderful.;Ethan Hawke
My father is an amazing man.;Sherman Alexie
What makes America amazing is that there have always been men and women of courage who were willing to think more about the future of their children and grandchildren than they did about their own political careers.;Scott Walker
I'm one of those people that thinks the Internet is amazing, and I can't believe it exists.;Mayim Bialik
It's wonderful to be appreciated for being quirky, and to see Zooey Deschanel and the quirky, indie film types get mainstream play is amazing for women, because women are much more complicated than what we've see on TV in the past.;Mayim Bialik
I've done my best to work from a place of humility - always looking over your shoulder saying, 'Does this suck?' and I think that's a good way to work. The other way to work is where you start to think, 'I'm on fire, I'm amazing!' and I don't think that's the way to work.;David O. Russell
I was terribly shy when I was growing up, I really wasn't confident with other people and I think I was always afraid of up or not being this very cool, amazing person that I wanted to be.;Emily Mortimer
I just believe that the feeling of wonder is amazing. I am pushing myself as far as I can humanly push myself... I can only hope for the best and expect the worse.;David Blaine
I'm tired of being around men all the time. I'm going to start a band called Skirt with three girls and I'll play the guitar and sing backing vocals in drag. I went window shopping when I was in New York, saw a lot of amazing dresses.;Brian Molko
Partly because his life ended before the age of 50, Hamilton was defined by the other founding fathers, and he managed, with amazing consistency, to alienate most of them.;Ron Chernow
So I won an Oscar. It's amazing. I've got that for the rest of my life for a performance I am proud of. It nearly killed me. I am really proud of the film. That's it, moving on.;Kate Winslet
It's a melting pot, southern Africa. You find these cultural collisions that result in art and music, and it's pretty amazing.;Dave Matthews
I have a wonderful husband. I have three amazing kids.;Celine Dion
My mom was amazing. She believed in me and we were best friends.;Carmen Electra
When Maurice touched a keyboard, it was like something from a movie, magical. He would always give you something from a movie, and you'd go, what did you just play... immediately inspirational writings, amazing. That's what we're going to miss.;Robin Gibb
My dad was working abroad, in Iraq, and he was a doctor. We used to go and visit him, in Baghdad, off and on. For the first ten years of my life, we used to go backwards and forwards to Baghdad, so that was quite amazing. I spent a lot of time traveling around the Middle East.;Andy Serkis
Everything has combined to make my life in New York an amazing experience. I told my manager a few years ago that I wanted to move here and try acting in the theater.;Mariska Hargitay
Most of the southern hemisphere is unexplored. We had more exploration ships down there during Captain Cook's time than now. It's amazing.;Robert Ballard
I've also long since realized that the way to really engage children is to give out prizes it's amazing how it concentrates their minds.;Alexander McCall Smith
When you're a stay-at-home mother you have to pretend it's really boring, but it's not. It's enriching and fulfilling, and an amazing experience. And then when you're a working mother you have to pretend that you feel guilty all day long.;Amy Poehler
My time at Honda was amazing. Some of my best times in Formula One, actually. I might not have won races, just one race, but I had a lot of fun.;Jenson Button
My 'Movember' moustache was never going to be as big as Nigel Mansell's, but I tried my best. The amazing thing is that when you try to grow a moustache, you notice everyone else's. There are some amazing moustaches on the grid.;Jenson Button
To go to the Oscars for Moneyball - that was pretty amazing. And to be able to go work with Kathryn Bigelow - that's going to be pretty sweet. Hopefully I don't have to go back to being a waiter. That's still my main goal.;Chris Pratt
To go to the Oscars for 'Moneyball' - that was pretty amazing.;Chris Pratt
After I finished high school I went to Hong Kong and Thailand and spent some time there. Just to get that whole experience of being out of the bubble that I was in from high school in Vancouver, to be able to travel around and be on your own was an amazing experience.;Shay Mitchell
I was dating my first boyfriend in high school for a long time, and we broke up before prom. I hadn't met anyone else that I really wanted to go with, and my friends have always been amazing. So I went with my friends and got a million photos with them!;Shay Mitchell
With fitness, I do Bikrams hot yoga. The gym that I have in my building is amazing. I love to do cardio and weights there.;Shay Mitchell
You know, the reward for 'Captain America' is amazing. It's always fun to see a giant spectacle film and see the fun stuff - the special effects.;Chris Evans
The environmental benefits of hydrogen are also outstanding. When used as an energy source, hydrogen produces no emissions besides water. Zero polluting emissions, an amazing advance over the current sources of energy that we use.;Dan Lipinski
I'll always be this crazy, fun person, but when it's time to get married, I'm going to be an amazing wife.;Nicole Polizzi
